fid,ord,fam,genus,species,subspecies,genus_species,species_id,synonyms,common_name_1,common_name_2,common_name_3,common_name_4,common_name_5,common_name_6,iucn_status,red_list_criteria,year_assessed,population_trend,total_population,breeding_dist,nest_locations,hatchling_type,feature_id,species_id,female_mass_mean,female_mass_lower,female_mass_upper,female_mass_uncertainty,male_mass_mean,male_mass_lower,male_mass_upper,male_mass_uncertainty,culmen,tarsus,tail,bmr,rmr,dee,clutch_size_mean,clutch_size_lower,clutch_size_upper,clutch_size_uncertainty,egg_mass,incubation_mean,incubation_period_lower,incubation_period_upper,incubation_period_uncertainty,fledging_period_mean,fledging_period_lower,fledging_period_upper,fledging_period_uncertainty,reproductive_success,hatching_success,fledging_success,max_growth_mean,max_growth_lower,max_growth_upper,max_growth_uncertainty,feeds_per_day,post_fledge_care_mean,post_fledge_care_lower,post_fledge_care_upper,post_fledge_care_uncertainty,fledgling_mass,ratio_fledgling_to_adult,wing_loading,aspect_ratio,first_year_survival,second_year_survival,survival_to_breeding,age_first_breed_mean,age_first_breed_lower,age_first_breed_upper,age_first_breed_uncertainty,foraging_distance,migration_distance,wingspan_mean,wingspan_lower,wingspan_upper,wingspan_uncertainty,max_age_mean,max_age_lower,max_age_upper,max_age_uncertainty,annual_survival_mean,annual_survival_lower,annual_survival_upper,annual_survival_uncertainty,mate_fidelity,site_fidelity,coloniality,username,dt
451,PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,crassirostris,,Pachyptila crassirostris,Pachyptilacrassirostris,,Fulmar Prion,,,,,,LC,,2012,stable,,Tm,"Bu,Cr",SP,451,Pachyptilacrassirostris,,0.1,0.19,,,0.1,0.19,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS,,60,,,,,,,,,,,,,,,grant,27/06/2016
452,PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,desolata,,Pachyptila desolata,Pachyptiladesolata,,Antarctic Prion, Dove Prion,,,,,LC,,2012,decreasing,,"P,SP","Bu,Cr",SP,452,Pachyptiladesolata,,0.1,0.19,,,0.1,0.19,,,,,,,,1,,,,33,,44,46,,51,,,,,,,6.9,,,,,,,,,0.215,,,,,,,5,3,6,,OS,,63,,,,,,,,,,,,,,,grant,27/06/2016
453,PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,salvini,,Pachyptila salvini,Pachyptilasalvini,,Salvin's Prion, Salvin's Prion,,,,,LC,,2012,stable,,"SP,Tm","Bu,Cr",SP,453,Pachyptilasalvini,,0.12,0.21,,,0.12,0.21,,,,,,,,1,,,,32,,44,55,,,52,63,,,,,6.9,,,,,,,,,0.19,,,,,,,,,,,,,59,,,,,,,,,,,,,,,grant,27/06/2016
454,PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,turtur,,Pachyptila turtur,Pachyptilaturtur,,Fairy Prion,,,,,,LC,,2012,stable,,SP-STr,"Bu,Cr",SP,454,Pachyptilaturtur,,0.11,0.16,,,0.12,0.18,,,,,,,,1,,,,24,,44,54,,50,,,,,,,6.6,,,,,,,,,0.15,,,,,,,,4,5,,NS,,56,,,,,,,,84,,,,,,,grant,27/06/2016
455,PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,vittata,,Pachyptila vittata,Pachyptilavittata,,Broad-billed Prion,,,,,,LC,,2012,decreasing,,Tm,Bu,SP,455,Pachyptilavittata,,0.17,0.24,,,0.17,0.24,,,,,,,,1,,,,33,56,,,,,50,53,,,,,,,,,,,,,,,,,,,,,,,,,OS,,61,,,,,,,,,,,,,,,grant,27/06/2016
456,PROCELLARIIFORMES,PROCELLARIIDAE,Pagodroma,nivea,,Pagodroma nivea,Pagodromanivea,,Snow Petrel,,,,,,LC,,2012,stable,,P,"Cl,Cr",SP,456,Pagodromanivea,,0.24,0.46,,,0.24,0.46,,,,,,,,1,,,,56,,41,49,,,41,55,,,,,17,,,,,0,,,,0.5,,,,,,,,3,7,,"NS,OS",,83,,,,,,,,,93,96,,,,,grant,27/06/2016
458,PROCELLARIIFORMES,PROCELLARIIDAE,Pelecanoides,georgicus,,Pelecanoides georgicus,Pelecanoidesgeorgicus,,South Georgia Diving-petrel, South Georgia Diving-Petrel, South Georgia Diving Petrel, South Georgian Diving Petrel, South Georgian Diving-Petrel,,LC,,2012,decreasing,,Tm,Bu,SP,458,Pelecanoidesgeorgicus,,0.09,0.15,,,0.09,0.15,,,,,,,,1,,,,17,,44,52,,,42,60,,,,,4.8,,,,,,,,,0.145,,,,,,,2,,,,NS,,,30,38,,,,,,,,,,,,,grant,27/06/2016
459,PROCELLARIIFORMES,PROCELLARIIDAE,Pelecanoides,magellani,,Pelecanoides magellani,Pelecanoidesmagellani,,Magellanic Diving-petrel, Magellanic Diving Petrel, Magellanic Diving-Petrel,,,,LC,,2012,decreasing,,Tm,Bu,SP,459,Pelecanoidesmagellani,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,,,,grant,27/06/2016
460,PROCELLARIIFORMES,PROCELLARIIDAE,Pelecanoides,urinatrix,,Pelecanoides urinatrix,Pelecanoidesurinatrix,,Common Diving-petrel, Common Diving Petrel, Common Diving-Petrel,,,,LC,,2012,decreasing,,Tm,"Bu,Sl",SP,460,Pelecanoidesurinatrix,,0.11,0.15,,,0.11,0.15,,,,,,,,1,,,,,53.5,,,,,49,55,,,,,4.3,,,,,0,,,,,,,,,,,,2,3,,NS,,43,,,,,,,,,75,87,,,,,grant,27/06/2016
486,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,gouldi,,Pterodroma gouldi,Pterodromagouldi,,Grey-faced Petrel,,,,,,LC,,2014,decreasing,,,,,486,Pterodromagouldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
488,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,heraldica,,Pterodroma heraldica,Pterodromaheraldica,,Herald Petrel,,,,,,LC,,2012,decreasing,,"STr,Tr","Bu,Sl",SP,488,Pterodromaheraldica,0.32,,,,0.32,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS,,,88,102,,,,,,,,,,,,,grant,27/06/2016
489,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,hypoleuca,,Pterodroma hypoleuca,Pterodromahypoleuca,,Bonin Petrel,,,,,,LC,,2012,decreasing,,STr,Bu,SP,489,Pterodromahypoleuca,0.24,0.152,0.308,,0.24,0.152,0.308,,,,,,,,1,,,,,49,,,,82,77,89,,83,,,,,,,,,,,,,,,,,,,,,,,OS,,,63,71,,21,,,,,,,,,,,grant,27/06/2016
492,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,lessonii,,Pterodroma lessonii,Pterodromalessonii,Pterodroma lessoni lessoni,White-headed Petrel,,,,,,LC,,2012,decreasing,,"Tm, SP",Bu,SP,492,Pterodromalessonii,,0.58,0.81,,,0.58,0.81,,,,,,,,1,,,,99,60,,,ca,112,,,,,,,13,,,,,,,,,0.9,,,,,,,5.5,,,,OS,,109,,,,,,,,,,,,,,,grant,27/06/2016
495,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,macroptera,,Pterodroma macroptera,Pterodromamacroptera,,Great-winged Petrel,,,,,,LC,,2014,decreasing,,Tm,"Bu,Cr,Un",SP,495,Pterodromamacroptera,,0.46,0.75,,,0.46,0.75,,,,,,,,1,,,,90,,55,57,,125,,,,,,,,,,,,0,,,,,,,,,,,,6,7,,OS,,,97,102,,,,,,,,,,,,,grant,27/06/2016
498,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,mollis,,Pterodroma mollis,Pterodromamollis,,Soft-plumaged Petrel,,,,,,LC,,2012,stable,,"SP, Tm",Bu,SP,498,Pterodromamollis,,0.28,0.31,,,0.28,0.31,,,,,,,,1,,,,54,50,,,,,90,115,,,,,,,,,,0,,,,0.35,,,,,,,,,,,OS,,,83,95,,,,,,,,,,,,,grant,27/06/2016
499,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,neglecta,,Pterodroma neglecta,Pterodromaneglecta,,Kermadec Petrel,,,,,,LC,,2012,decreasing,,"STr,Tr",O,SP,499,Pterodromaneglecta,,0.37,0.59,,,0.37,0.59,,,,,,,,1,,,,,,50,52,,,110,130,,,,,,,,,,,,,,,,,,,,,,,,,NS,,92,,,,,,,,,,,,,,,grant,27/06/2016
500,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,nigripennis,,Pterodroma nigripennis,Pterodromanigripennis,,Black-winged Petrel,,,,,,LC,,2012,decreasing,,"STr,Tr",Bu,SP,500,Pterodromanigripennis,,0.17,0.21,,,0.17,0.2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,,,63,71,,,,,,,,,,,,,grant,27/06/2016
507,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,assimilis,,Puffinus assimilis,Puffinusassimilis,,Little Shearwater,,,,,,LC,,2014,decreasing,,"Tm,STr","Bu,Sl",SP,507,Puffinusassimilis,0.18,,,,0.26,,,,,,,,,,1,,,,,,52,58,,,70,75,,,,,,,,,,,,,,,,,,,,,,,,,os,,,55,67,,,,,,,,,,,,,grant,27/06/2016
509,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,bailloni,,Puffinus bailloni,Puffinusbailloni,,Tropical Shearwater,,,,,,LC,,2014,stable,,,,,509,Puffinusbailloni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
512,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,elegans,,Puffinus elegans,Puffinuselegans,,Subantarctic Shearwater,,,,,,LC,,2014,decreasing,,,,,512,Puffinuselegans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
513,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,gavia,,Puffinus gavia,Puffinusgavia,,Fluttering Shearwater,,,,,,LC,,2012,decreasing,,"Tm,STr",Bu,SP,513,Puffinusgavia,,0.23,0.42,,,0.23,0.42,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NS,OS",,76,,,,,,,,,,,,,,,grant,27/06/2016
516,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,lherminieri,,Puffinus lherminieri,Puffinuslherminieri,,Audubon's Shearwater,,,,,,LC,,2014,decreasing,,"STr,Tr",,SP,516,Puffinuslherminieri,,0.15,0.23,,,0.15,0.23,,,,,,,,1,,,,,,49,51,,,62,75,,,,,,,,,,,,,,,,,,,,,8,,,ca,NS+,,,64,74,,,,,,93,,,,,,,grant,27/06/2016
518,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,nativitatis,,Puffinus nativitatis,Puffinusnativitatis,,Christmas Shearwater, Christmas Shearwater,,,,,LC,,2012,stable,,"STr,Tr","Cr,Un",SP,518,Puffinusnativitatis,,0.32,0.34,,,0.32,0.34,,,,,,,,1,,,,,,50,54,,96,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,71,81,,,,,,,,,,,,,grant,27/06/2016
521,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,persicus,,Puffinus persicus,Puffinuspersicus,,Persian Shearwater,,,,,,LC,,2014,decreasing,,,,,521,Puffinuspersicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
522,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,puffinus,,Puffinus puffinus,Puffinuspuffinus,,Manx Shearwater,,,,,,LC,,2012,decreasing,,"SP,Tm",Bu,SP,522,Puffinuspuffinus,,0.35,0.58,,,0.3,0.45,,,,,201,,,1,,,,58,51.3,47,66,,69,92,76,,60,69,88,12,,,,,0,,,,0.6,,,,,,,6,,,,OS,,79,,,,45,,,,,88,93,,,,,grant,27/06/2016
523,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,subalaris,,Puffinus subalaris,Puffinussubalaris,,Galapagos Shearwater,,,,,,LC,,2014,decreasing,,,,,523,Puffinussubalaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
525,PROCELLARIIFORMES,PROCELLARIIDAE,Thalassoica,antarctica,,Thalassoica antarctica,Thalassoicaantarctica,,Antarctic Petrel,,,,,,LC,,2012,stable,,"P,SP","Cr,Sl",SP,525,Thalassoicaantarctica,0.69,,,,0.81,,,,,,,,,,1,,,,90,,40,45,,,42,62,,,,,,,,,,,,,,,,,,,,,,,,,"NS,OS",,104,,,,,,,,90,,,,,,,grant,27/06/2016
526,CHARADRIIFORMES,RECURVIROSTRIDAE,Cladorhynchus,leucocephalus,,Cladorhynchus leucocephalus,Cladorhynchusleucocephalus,,Banded Stilt,,,,,,LC,,2012,stable,,,,,526,Cladorhynchusleucocephalus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
527,CHARADRIIFORMES,RECURVIROSTRIDAE,Himantopus,himantopus,,Himantopus himantopus,Himantopushimantopus,Himantopus leucocephalus|Himantopus mexicanus,Black-winged Stilt,,,,,,LC,,2014,increasing,,,,,527,Himantopushimantopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
529,CHARADRIIFORMES,RECURVIROSTRIDAE,Recurvirostra,americana,,Recurvirostra americana,Recurvirostraamericana,,American Avocet,,,,,,LC,,2012,stable,,,,,529,Recurvirostraamericana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
530,CHARADRIIFORMES,RECURVIROSTRIDAE,Recurvirostra,andina,,Recurvirostra andina,Recurvirostraandina,,Andean Avocet,,,,,,LC,,2012,unknown,,,,,530,Recurvirostraandina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
531,CHARADRIIFORMES,RECURVIROSTRIDAE,Recurvirostra,avosetta,,Recurvirostra avosetta,Recurvirostraavosetta,,Pied Avocet, Avocet,,,,,LC,,2012,unknown,,,,,531,Recurvirostraavosetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
532,CHARADRIIFORMES,RECURVIROSTRIDAE,Recurvirostra,novaehollandiae,,Recurvirostra novaehollandiae,Recurvirostranovaehollandiae,,Red-necked Avocet, Australian Red-necked Avocet,,,,,LC,,2012,stable,,,,,532,Recurvirostranovaehollandiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
533,CHARADRIIFORMES,ROSTRATULIDAE,Nycticryphes,semicollaris,,Nycticryphes semicollaris,Nycticryphessemicollaris,Nycticryphes semicollaris|Nycticryphes semicollaris|Rostratula semicollaris,South American Painted-snipe, American Painted-snipe,,,,,LC,,2012,decreasing,,,,,533,Nycticryphessemicollaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
535,CHARADRIIFORMES,ROSTRATULIDAE,Rostratula,benghalensis,,Rostratula benghalensis,Rostratulabenghalensis,,Greater Painted-snipe, Greater Painted-Snipe, Greater Painted Snipe, Painted Snipe,,,LC,,2012,decreasing,,,,,535,Rostratulabenghalensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
536,CHARADRIIFORMES,SCOLOPACIDAE,Actitis,hypoleucos,,Actitis hypoleucos,Actitishypoleucos,Tringa hypoleucos hypoleucos|Tringa hypoleucos hypoleucos|Tringa hypoleucos hypoleucos,Common Sandpiper,,,,,,LC,,2012,decreasing,,,,,536,Actitishypoleucos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
537,CHARADRIIFORMES,SCOLOPACIDAE,Actitis,macularius,,Actitis macularius,Actitismacularius,Actitis macularia macularia|Actitis macularia macularia|Tringa macularia macularia,Spotted Sandpiper,,,,,,LC,,2012,decreasing,,,,,537,Actitismacularius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
538,CHARADRIIFORMES,SCOLOPACIDAE,Arenaria,interpres,,Arenaria interpres,Arenariainterpres,,Ruddy Turnstone, Turnstone,,,,,LC,,2012,decreasing,,,,,538,Arenariainterpres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
539,CHARADRIIFORMES,SCOLOPACIDAE,Arenaria,melanocephala,,Arenaria melanocephala,Arenariamelanocephala,,Black Turnstone,,,,,,LC,,2012,stable,,,,,539,Arenariamelanocephala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
540,CHARADRIIFORMES,SCOLOPACIDAE,Bartramia,longicauda,,Bartramia longicauda,Bartramialongicauda,,Upland Sandpiper,,,,,,LC,,2012,increasing,,,,,540,Bartramialongicauda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
541,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,acuminata,,Calidris acuminata,Calidrisacuminata,,Sharp-tailed Sandpiper,,,,,,LC,,2012,stable,,,,,541,Calidrisacuminata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
542,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,alba,,Calidris alba,Calidrisalba,,Sanderling,,,,,,LC,,2012,unknown,,,,,542,Calidrisalba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
543,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,alpina,,Calidris alpina,Calidrisalpina,,Dunlin,,,,,,LC,,2012,decreasing,,,,,543,Calidrisalpina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
544,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,bairdii,,Calidris bairdii,Calidrisbairdii,,Baird's Sandpiper,,,,,,LC,,2012,stable,,,,,544,Calidrisbairdii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
545,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,canutus,,Calidris canutus,Calidriscanutus,,Red Knot, Knot, Lesser Knot,,,,LC,,2012,decreasing,,,,,545,Calidriscanutus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
546,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,falcinellus,,Calidris falcinellus,Calidrisfalcinellus,Limicola falcinellus,Broad-billed Sandpiper,,,,,,LC,,2012,decreasing,,,,,546,Calidrisfalcinellus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
547,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,ferruginea,,Calidris ferruginea,Calidrisferruginea,,Curlew Sandpiper,,,,,,LC,,2012,increasing,,,,,547,Calidrisferruginea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
548,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,fuscicollis,,Calidris fuscicollis,Calidrisfuscicollis,Calidris fusicollis ,White-rumped Sandpiper,,,,,,LC,,2012,decreasing,,,,,548,Calidrisfuscicollis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
549,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,himantopus,,Calidris himantopus,Calidrishimantopus,Micropalama himantopus |Micropalama himantopus |Micropalama himantopus |Micropalama himantopus |Micropalama himantopus himantopus,Stilt Sandpiper,,,,,,LC,,2012,increasing,,,,,549,Calidrishimantopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
550,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,maritima,,Calidris maritima,Calidrismaritima,,Purple Sandpiper,,,,,,LC,,2012,decreasing,,,,,550,Calidrismaritima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
551,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,mauri,,Calidris mauri,Calidrismauri,,Western Sandpiper,,,,,,LC,,2012,decreasing,,,,,551,Calidrismauri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
552,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,melanotos,,Calidris melanotos,Calidrismelanotos,,Pectoral Sandpiper,,,,,,LC,,2012,stable,,,,,552,Calidrismelanotos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
553,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,minuta,,Calidris minuta,Calidrisminuta,,Little Stint,,,,,,LC,,2012,decreasing,,,,,553,Calidrisminuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
554,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,minutilla,,Calidris minutilla,Calidrisminutilla,,Least Sandpiper,,,,,,LC,,2012,decreasing,,,,,554,Calidrisminutilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
555,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,ptilocnemis,,Calidris ptilocnemis,Calidrisptilocnemis,,Rock Sandpiper,,,,,,LC,,2012,decreasing,,,,,555,Calidrisptilocnemis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
556,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,pugnax,,Calidris pugnax,Calidrispugnax,Philomachus pugnax,Ruff,,,,,,LC,,2012,decreasing,,,,,556,Calidrispugnax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
559,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,ruficollis,,Calidris ruficollis,Calidrisruficollis,,Red-necked Stint, Rufous-necked Stint,,,,,LC,,2012,unknown,,,,,559,Calidrisruficollis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
560,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,subminuta,,Calidris subminuta,Calidrissubminuta,,Long-toed Stint,,,,,,LC,,2012,unknown,,,,,560,Calidrissubminuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
562,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,temminckii,,Calidris temminckii,Calidristemminckii,,Temminck's Stint,,,,,,LC,,2012,unknown,,,,,562,Calidristemminckii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
564,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,virgata,,Calidris virgata,Calidrisvirgata,Aphriza virgata,Surfbird,,,,,,LC,,2012,decreasing,,,,,564,Calidrisvirgata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
570,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,andina,,Gallinago andina,Gallinagoandina,,Puna Snipe,,,,,,LC,,2012,stable,,,,,570,Gallinagoandina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
571,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,delicata,,Gallinago delicata,Gallinagodelicata,,Wilson's Snipe,,,,,,LC,,2014,decreasing,,,,,571,Gallinagodelicata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
572,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,gallinago,,Gallinago gallinago,Gallinagogallinago,,Common Snipe,,,,,,LC,,2014,decreasing,,,,,572,Gallinagogallinago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
573,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,hardwickii,,Gallinago hardwickii,Gallinagohardwickii,,Latham's Snipe, Japanese Snipe,,,,,LC,,2012,decreasing,,,,,573,Gallinagohardwickii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
575,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,jamesoni,,Gallinago jamesoni,Gallinagojamesoni,,Andean Snipe,,,,,,LC,,2012,unknown,,,,,575,Gallinagojamesoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
578,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,megala,,Gallinago megala,Gallinagomegala,,Swinhoe's Snipe,,,,,,LC,,2012,unknown,,,,,578,Gallinagomegala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
580,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,nigripennis,,Gallinago nigripennis,Gallinagonigripennis,,African Snipe, Ethiopian Snipe,,,,,LC,,2012,unknown,,,,,580,Gallinagonigripennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
